Unique-Ice	HG-Sediment	UIW-DOM
		C9H18O4S
		C11H14N2O3
		C9H18O6
		C13H18O3
		C14H22O2
		C10H9NO5
		C11H13NO4
		C12H17NO3
		C8H16O5S
		C10H12N2O4
		C11H16N2O3
		C13H20O3
		C14H24O2
		C10H11NO5
		C11H15NO4
		C7H14O6S
		C9H10N2O5
		C14H10O3
		C8H18O5S
		C10H14N2O4
		C9H9NO6
		C10H13NO5
		C11H17NO4
		C9H8O7
		C13H8O4
		C10H12O4S
		C9H12N2O5
		C14H12O3
		C10H16N2O4
		C15H16O2
		C9H11NO6
		C10H15NO5
		C11H19NO4
		C8H10N2O4S
		C9H10O7
		C13H10O4
		C10H14O4S
		C9H14N2O5
		C14H14O3
		C15H18O2
		C12H9NO4
		C13H13NO3
		C10H17NO5
		C11H21NO4
		C12H8O5
		C9H12O7
		C13H12O4
		C10H16O4S
		C12H12N2O3
		C14H16O3
		C13H16N2O2
		C15H20O2
		C16H24O
		C12H11NO4
		C9H15NO6
		C13H15NO3
		C11H6O6
		C12H10O5
		C9H14O5S
		C11H10N2O4
		C9H14O7
		C13H14O4
		C10H18O4S
		C12H14N2O3
		C14H18O3
		C11H22O5
		C11H9NO5
		C12H13NO4
		C13H17NO3
		C11H8O6
		C8H12O6S
		C9H16O5S
		C11H12N2O4
		C9H16O7
		C13H16O4
		C10H20O4S
		C12H16N2O3
		C10H20O6
		C14H20O3
		C11H11NO5
		C12H15NO4
		C13H19NO3
		C10H6O7
		C8H14O6S
		C10H10N2O5
		C9H18O5S
		C11H14N2O4
		C10H22O6
		C14H22O3
		C15H26O2
		C11H13NO5
		C12H17NO4
		C10H8O7
		C11H12O4S
		C8H16O6S
		C10H12N2O5
		C15H12O3
		C9H20O5S
		C11H16N2O4
		C16H16O2
		C10H11NO6
		C11H15NO5
		C12H19NO4
		C10H10O5S
		C10H10O7
		C14H10O4
		C11H14O4S
		C8H18O6S
		C10H14N2O5
		C15H14O3
		C11H18N2O4
		C16H18O2
		C10H13NO6
		C11H17NO5
		C9H8O6S
		C13H8O5
		C14H12O4
		C11H16O4S
		C10H16N2O5
		C15H16O3
		C14H16N2O2
		C16H20O2
		C13H11NO4
		C10H15NO6
		C14H15NO3
		C11H19NO5
		C9H10O6S
		C10H14O7
		C14H14O4
		C13H14N2O3
		C15H18O3
		C16H22O2
		C12H9NO5
		C13H13NO4
		C10H17NO6
		C14H17NO3
		C12H8O6
		C9H12O6S
		C13H12O5
		C12H12N2O4
		C10H16O7
		C14H16O4
		C11H20O4S
		C13H16N2O3
		C15H20O3
		C12H24O3S
		C12H24O5
		C12H11NO5
		C13H15NO4
		C10H19NO6
		C14H19NO3
		C11H6O7
		C12H10O4S
		C12H10O6
		C9H14O6S
		C11H10N2O5
		C13H14O3S
		C10H18O5S
		C12H14N2O4
		C10H18O7
		C14H18O4
		C11H22O4S
		C13H18N2O3
		C11H9NO6
		C12H13NO5
		C13H17NO4
		C11H8O7
		C9H16O6S
		C11H12N2O5
		C10H20O5S
		C12H16N2O4
		C10H20O7
		C14H20O4
		C11H11NO6
		C9H19NO3S2
		C12H15NO5
		C9H19NO5S
		C13H19NO4
		C11H10O7
		C8H14O7S
		C10H10N2O6
		C15H10O4
		C12H14O4S
		C9H18O6S
		C11H14N2O5
		C16H14O3
		C13H18O3S
		C10H22O5S
		C12H18N2O4
		C15H26O3
		C11H13NO6
		C12H17NO5
		C13H21NO4
		C11H12O5S
		C10H12N2O6
		C15H12O4
		C12H16O4S
		C11H16N2O5
		C16H16O3
		C10H11NO7
		C11H15NO6
		C15H15NO3
		C12H19NO5
		C14H27NO3
		C10H10O6S
		C10H10O8
		C14H10O5
		C11H14O5S
		C10H14N2O6
		C15H14O4
		C12H18O4S
		C11H18N2O5
		C16H18O3
		C17H22O2
		C15H30O3
		C10H13NO7
		C14H13NO4
		C11H17NO6
		C15H17NO3
		C12H21NO5
		C13H8O6
		C10H12O6S
		C10H12O8
		C14H12O5
		C11H16O5S
		C13H12N2O4
		C15H16O4
		C14H16N2O3
		C16H20O3
		C13H11NO5
		C10H15NO7
		C14H15NO4
		C11H19NO6
		C10H14O4S2
		C13H10O6
		C10H14O6S
		C14H14O3S
		C10H14O8
		C14H14O5
		C11H18O5S
		C13H14N2O4
		C11H18O7
		C15H18O4
		C12H22O4S
		C14H18N2O3
		C13H13NO5
		C14H17NO4
		C12H8O7
		C9H12O7S
		C13H12O6
		C10H16O6S
		C12H12N2O5
		C10H16O8
		C14H16O5
		C11H20O5S
		C13H16N2O4
		C11H20O7
		C15H20O4
		C12H24O4S
		C12H11NO6
		C13H15NO5
		C14H19NO4
		C12H10O7
		C9H14O7S
		C11H10N2O6
		C16H10O4
		C10H18O6S
		C12H14N2O5
		C10H18O8
		C11H22O5S
		C13H18N2O4
		C11H22O7
		C15H22O4
		C12H13NO6
		C13H17NO5
		C14H21NO4
		C11H8O8
		C12H12O5S
		C12H12O7
		C9H16O7S
		C11H12N2O6
		C16H12O4
		C13H16O4S
		C10H20O6S
		C12H16N2O5
		C17H16O3
		C14H20O3S
		C14H20O5
		C11H24O5S
		C13H20N2O4
		C11H11NO7
		C12H15NO6
		C13H19NO5
		C11H10O6S
		C15H10O5
		C12H14O5S
		C9H18O7S
		C11H14N2O6
		C16H14O4
		C13H18O4S
		C10H22O6S
		C12H18N2O5
		C17H18O3
		C11H13NO7
		C12H17NO6
		C14H8O6
		C11H12O6S
		C15H12O5
		C11H16N2O6
		C16H16O4
		C17H20O3
		C11H15NO7
		C15H15NO4
		C12H19NO6
		C13H23NO5
		C10H10O7S
		C14H10O6
		C11H14O6S
		C11H14O8
		C8H18O8S
		C15H14O5
		C12H18O5S
		C14H14N2O4
		C11H18N2O6
		C16H18O4
		C13H22O4S
		C15H18N2O3
		C17H22O3
		C14H13NO5
		C11H17NO7
		C15H17NO4
		C13H8O7
		C10H12O7S
		C10H12O9
		C14H12O6
		C11H16O6S
		C13H12N2O5
		C15H16O3S
		C11H16O8
		C15H16O5
		C12H20O5S
		C14H16N2O4
		C12H20O7
		C16H20O4
		C15H20N2O3
		C17H24O3
		C14H28O5
		C13H11NO6
		C14H15NO5
		C15H19NO4
		C13H10O7
		C10H14O7S
		C11H18O6S
		C13H14N2O5
		C11H18O8
		C15H18O5
		C12H22O5S
		C14H18N2O4
		C12H22O7
		C13H26O4S
		C13H13NO6
		C14H17NO5
		C15H21NO4
		C18H33NO
		C12H8O8
		C13H12O7
		C10H16O7S
		C12H12N2O6
		C14H16O6
		C11H20O6S
		C13H16N2O5
		C11H20O8
		C15H20O5
		C14H20N2O4
		C12H24O7
		C12H11NO7
		C13H15NO6
		C12H15N3O5
		C14H19NO5
		C11H23NO5S
		C12H10O8
		C16H10O5
		C13H14O5S
		C13H14O7
		C10H18O7S
		C12H14N2O6
		C17H14O4
		C14H18O4S
		C14H18O6
		C11H22O6S
		C13H18N2O5
		C15H22O3S
		C15H22O5
		C12H26O7
		C12H13NO7
		C13H17NO6
		C12H17N3O5
		C14H21NO5
		C12H12O6S
		C12H12O8
		C16H12O5
		C13H16O5S
		C13H16O7
		C10H20O7S
		C12H16N2O6
		C17H16O4
		C14H20O4S
		C14H20O6
		C13H20N2O5
		C18H20O3
		C11H11NO8
		C12H15NO7
		C13H19NO6
		C14H23NO5
		C11H10O7S
		C11H10O9
		C15H10O6
		C12H14O6S
		C12H14O8
		C11H14N2O7
		C16H14O5
		C13H18O5S
		C15H14N2O4
		C12H18N2O6
		C14H22O4S
		C18H22O3
		C11H13NO8
		C12H17NO7
		C16H17NO4
		C14H25NO5
		C14H8O7
		C11H12O9
		C15H12O6
		C12H16O8
		C11H16N2O7
		C16H16O5
		C13H20O5S
		C15H16N2O4
		C13H20O7
		C12H20N2O6
		C17H20O4
		C18H24O3
		C14H11NO6
		C11H15NO6S
		C11H15NO8
		C15H15NO5
		C12H19NO7
		C16H19NO4
		C13H23NO6
		C14H10O7
		C11H14O7S
		C11H14O9
		C15H14O6
		C12H18O6S
		C14H14N2O5
		C16H18O3S
		C12H18O8
		C16H18O5
		C13H22O5S
		C15H18N2O4
		C13H22O7
		C17H22O4
		C14H26O4S
		C18H26O3
		C14H13NO6
		C11H17NO6S
		C11H17NO8
		C15H17NO5
		C11H16O7S
		C13H12N2O6
		C15H16O4S
		C15H16O6
		C12H20O6S
		C14H16N2O5
		C12H20O8
		C16H20O5
		C13H24O5S
		C15H20N2O4
		C13H24O7
		C14H28O4S
		C18H28O3
		C13H11NO7
		C10H15NO7S
		C14H15NO6
		C13H15N3O5
		C15H19NO5
		C16H23NO4
		C13H10O8
		C10H14O8S
		C11H18O7S
		C13H14N2O6
		C15H18O6
		C12H22O6S
		C14H18N2O5
		C16H22O3S
		C12H22O8
		C16H22O5
		C15H22N2O4
		C13H13NO7
		C10H17NO7S
		C14H17NO6
		C13H17N3O5
		C15H21NO5
		C13H12O8
		C10H16O8S
		C12H12N2O7
		C17H12O5
		C14H16O5S
		C14H16O7
		C11H20O7S
		C13H16N2O6
		C18H16O4
		C15H20O4S
		C12H24O6S
		C14H20N2O5
		C16H24O3S
		C12H24O8
		C16H24O5
		C13H28O5S
		C12H11NO8
		C13H15NO7
		C10H19NO7S
		C12H15N3O6
		C11H23NO4S2
		C14H19NO6
		C13H19N3O5
		C15H23NO5
		C12H10O9
		C16H10O6
		C13H14O6S
		C13H14O8
		C10H18O8S
		C12H14N2O7
		C17H14O5
		C14H18O5S
		C14H18O7
		C11H22O7S
		C13H18N2O6
		C18H18O4
		C15H22O4S
		C15H22O6
		C12H26O6S
		C14H22N2O5
		C16H26O5
		C12H13NO8
		C13H17NO7
		C14H21NO6
		C12H12O7S
		C12H12O9
		C16H12O6
		C13H16O6S
		C13H16O8
		C12H16N2O7
		C17H16O5
		C14H20O5S
		C16H16N2O4
		C13H20N2O6
		C18H20O4
		C15H24O4S
		C15H24O6
		C19H24O3
		C20H28O2
		C12H15NO6S
		C12H15NO8
		C16H15NO5
		C13H19NO7
		C14H23NO6
		C15H27NO5
		C15H10O7
		C12H14O7S
		C12H14O9
		C16H14O6
		C13H18O6S
		C15H14N2O5
		C13H18O8
		C12H18N2O7
		C17H18O5
		C14H22O5S
		C16H18N2O4
		C14H22O7
		C18H22O4
		C15H26O4S
		C19H26O3
		C15H13NO6
		C12H17NO6S
		C12H17NO8
		C16H17NO5
		C17H21NO4
		C14H25NO6
		C11H12O8S
		C15H12O7
		C12H16O7S
		C14H12N2O6
		C12H16O9
		C16H16O6
		C13H20O6S
		C15H16N2O5
		C13H20O8
		C17H20O5
		C14H24O5S
		C16H20N2O4
		C14H24O7
		C18H24O4
		C15H28O4S
		C15H28O6
		C19H28O3
		C16H32O5
		C14H11NO7
		C11H15NO7S
		C15H15NO6
		C14H15N3O5
		C12H19NO8
		C16H19NO5
		C15H19N3O4
		C14H10O8
		C11H14O8S
		C15H14O7
		C12H18O7S
		C14H14N2O6
		C12H18O9
		C16H18O6
		C13H22O6S
		C15H18N2O5
		C13H22O8
		C17H22O5
		C14H26O5S
		C14H26O7
		C18H26O4
		C15H30O4S
		C14H13NO7
		C15H17NO6
		C16H21NO5
		C14H12O6S
		C14H12O8
		C11H16O8S
		C13H12N2O7
		C12H20O7S
		C14H16N2O6
		C12H20O9
		C16H20O6
		C13H24O6S
		C15H20N2O5
		C17H24O3S
		C17H24O5
		C18H28O4
		C13H11NO8
		C14H15NO7
		C13H15N3O6
		C15H19NO6
		C14H19N3O5
		C16H23NO5
		C13H10O9
		C14H14O8
		C11H18O8S
		C13H14N2O7
		C15H18O5S
		C15H18O7
		C16H22O2S2
		C12H22O7S
		C14H18N2O6
		C16H22O4S
		C12H22O9
		C16H22O6
		C17H26OS2
		C13H26O6S
		C15H22N2O5
		C17H26O3S
		C13H26O8
		C17H26O5
		C18H30S2
		C18H30O4
		C13H13NO8
		C14H17NO7
		C13H17N3O6
		C15H21NO6
		C14H21N3O5
		C13H12O9
		C12H12N2O8
		C17H12O6
		C14H16O6S
		C11H20O8S
		C13H16N2O7
		C18H16O5
		C15H20O5S
		C15H20O7
		C16H24O2S2
		C12H24O7S
		C14H20N2O6
		C19H20O4
		C16H24O4S
		C16H24O6
		C17H28O5
		C13H15NO8
		C14H19NO7
		C13H19N3O6
		C15H23NO6
		C16H10O7
		C13H14O7S
		C13H14O9
		C12H14N2O8
		C17H14O6
		C14H18O6S
		C14H18O8
		C15H22O3S2
		C13H18N2O7
		C18H18O5
		C15H22O5S
		C15H22O7
		C14H22N2O6
		C19H22O4
		C16H26O4S
		C16H26O6
		C20H26O3
		C17H30O5
		C12H13NO9
		C13H17NO8
		C17H17NO5
		C14H21NO7
		C15H25NO6
		C16H29NO5
		C12H12O8S
		C12H12O10
		C16H12O7
		C13H16O7S
		C12H16N2O6S
		C13H16O9
		C12H16N2O8
		C17H16O6
		C14H20O6S
		C16H16N2O5
		C14H20O8
		C15H24O3S2
		C13H20N2O7
		C18H20O5
		C15H24O5S
		C17H20N2O4
		C15H24O7
		C19H24O4
		C20H28O3
		C12H15NO9
		C16H15NO6
		C13H19NO8
		C17H19NO5
		C14H23NO7
		C15H10O8
		C12H14O8S
		C12H14O10
		C16H14O7
		C13H18O7S
		C15H14N2O6
		C13H18O9
		C14H22O4S2
		C10H22O9S
		C17H18O6
		C14H22O6S
		C16H18N2O5
		C14H22O8
		C15H26O5S
		C15H26O7
		C19H26O4
		C16H30O6
		C20H30O3
		C15H13NO7
		C12H17NO7S
		C12H17NO9
		C16H17NO6
		C15H17N3O5
		C13H21NO8
		C17H21NO5
		C15H12O8
		C12H16O8S
		C14H12N2O7
		C12H16O10
		C13H20O5S2
		C16H16O7
		C13H20O7S
		C15H16N2O6
		C13H20O9
		C17H20O6
		C14H24O6S
		C16H20N2O5
		C14H24O8
		C18H24O5
		C15H28O5S
		C15H28O7
		C19H28O4
		C16H32O4S
		C14H11NO8
		C15H15NO7
		C12H19NO7S
		C14H15N3O6
		C16H19NO6
		C15H19N3O5
		C13H23NO8
		C17H23NO5
		C14H10O9
		C15H14O8
		C12H18O8S
		C14H14N2O7
		C12H18O10
		C16H18O7
		C13H22O7S
		C15H18N2O6
		C13H22O9
		C17H22O6
		C14H26O6S
		C16H22N2O5
		C18H26O3S
		C18H26O5
		C14H13NO8
		C15H17NO7
		C14H17N3O6
		C16H21NO6
		C15H21N3O5
		C17H25NO5
		C14H12O9
		C11H16O9S
		C13H12N2O8
		C15H16O6S
		C15H16O8
		C12H20O8S
		C14H16N2O7
		C16H20O7
		C13H24O7S
		C15H20N2O6
		C17H24O4S
		C13H24O9
		C17H24O6
		C14H28O6S
		C18H28O3S
		C14H28O8
		C18H28O5
		C13H11NO9
		C14H15NO8
		C13H15N3O7
		C15H19NO7
		C14H19N3O6
		C16H23NO6
		C13H27NO6S
		C14H14O9
		C11H18O9S
		C13H14N2O8
		C18H14O6
		C15H18O6S
		C12H22O8S
		C14H18N2O7
		C11H22N2O7S
		C19H18O5
		C16H22O5S
		C16H22O7
		C13H26O7S
		C15H22N2O6
		C20H22O4
		C17H26O4S
		C17H26O6
		C14H30O8
		C18H30O5
		C13H13NO9
		C14H17NO8
		C13H17N3O7
		C15H21NO7
		C12H25NO7S
		C14H21N3O6
		C16H25NO6
		C13H12O10
		C17H12O7
		C14H16O7S
		C14H16O9
		C13H16N2O8
		C18H16O6
		C15H20O6S
		C15H20O8
		C14H20N2O7
		C19H20O5
		C16H24O5S
		C16H24O7
		C20H24O4
		C17H28O4S
		C17H28O6
		C13H15NO9
		C17H15NO6
		C14H19NO8
		C13H19N3O7
		C15H23NO7
		C12H27NO7S
		C16H10O8
		C13H14O8S
		C13H14O10
		C17H14O7
		C14H18O7S
		C16H14N2O6
		C14H18O9
		C13H18N2O8
		C18H18O6
		C15H22O6S
		C17H18N2O5
		C15H22O8
		C14H22N2O7
		C19H22O5
		C16H26O5S
		C16H26O7
		C20H26O4
		C16H13NO7
		C13H17NO7S
		C13H17NO9
		C17H17NO6
		C14H21NO8
		C18H21NO5
		C15H25NO7
		C16H29NO6
		C16H12O8
		C13H16O8S
		C13H16O10
		C17H16O7
		C14H20O7S
		C16H16N2O6
		C14H20O9
		C15H24O4S2
		C13H20N2O8
		C18H20O6
		C15H24O6S
		C17H20N2O5
		C15H24O8
		C19H24O5
		C20H28O4
		C17H32O6
		C15H11NO8
		C16H15NO7
		C13H19NO7S
		C13H19NO9
		C17H19NO6
		C16H19N3O5
		C14H23NO8
		C18H23NO5
		C16H31NO6
		C15H10O9
		C12H14O9S
		C13H18O8S
		C15H14N2O7
		C13H18O10
		C17H18O7
		C14H22O7S
		C16H18N2O6
		C14H22O9
		C18H22O6
		C15H26O6S
		C17H22N2O5
		C15H26O8
		C19H26O5
		C20H30O4
		C15H13NO8
		C16H17NO7
		C15H17N3O6
		C13H21NO9
		C17H21NO6
		C16H21N3O5
		C18H25NO5
		C15H12O9
		C12H16O9S
		C16H16O8
		C13H20O8S
		C15H16N2O7
		C13H20O10
		C17H20O7
		C14H24O7S
		C16H20N2O6
		C14H24O9
		C18H24O6
		C15H28O6S
		C19H28O5
		C20H32O4
		C15H15NO8
		C14H15N3O7
		C16H19NO7
		C15H19N3O6
		C17H23NO6
		C14H10O10
		C15H14O9
		C12H18O9S
		C14H14N2O8
		C19H14O6
		C16H18O8
		C13H22O8S
		C15H18N2O7
		C17H22O7
		C14H26O7S
		C16H22N2O6
		C18H26O6
		C15H30O6S
		C19H30O3S
		C19H30O5
		C14H13NO9
		C15H17NO8
		C14H17N3O7
		C16H21NO7
		C15H21N3O6
		C17H25NO6
		C14H12O10
		C18H12O7
		C15H16O7S
		C15H16O9
		C12H20O9S
		C14H16N2O8
		C19H16O6
		C16H20O6S
		C13H24O8S
		C15H20N2O7
		C20H20O5
		C17H24O5S
		C17H24O7
		C14H28O7S
		C16H24N2O6
		C18H28O4S
		C14H28O9
		C18H28O6
		C19H32O5
		C18H32N2O4
		C14H15NO9
		C15H19NO6S
		C15H19NO8
		C14H19N3O7
		C16H23NO7
		C17H27NO6
		C18H31NO5
		C14H14O8S
		C14H14O10
		C13H14N2O9
		C18H14O7
		C15H18O7S
		C15H18O9
		C14H18N2O8
		C19H18O6
		C16H22O6S
		C18H18N2O5
		C16H22O8
		C15H22N2O7
		C20H22O5
		C17H26O5S
		C17H26O7
		C18H30O6
		C17H13NO7
		C14H17NO7S
		C14H17NO9
		C15H21NO8
		C16H25NO7
		C13H12O11
		C17H12O8
		C14H16O8S
		C13H16N2O7S
		C14H16O10
		C13H16N2O9
		C18H16O7
		C15H20O7S
		C17H16N2O6
		C15H20O9
		C14H20N2O8
		C19H20O6
		C16H24O6S
		C18H20N2O5
		C16H24O8
		C20H24O5
		C17H28O5S
		C17H28O7
		C21H28O4
		C22H32O3
		C13H15NO8S
		C13H15NO10
		C17H15NO7
		C14H19NO7S
		C14H19NO9
		C18H19NO6
		C17H19N3O5
		C15H23NO8
		C16H10O9
		C13H14O9S
		C13H14O11
		C17H14O8
		C14H18O8S
		C16H14N2O7
		C13H18N2O7S
		C14H18O10
		C13H18N2O9
		C18H18O7
		C15H22O7S
		C17H18N2O6
		C15H22O9
		C19H22O6
		C16H26O6S
		C18H22N2O5
		C16H26O8
		C20H26O5
		C17H30O7
		C21H30O4
		C18H34O6
		C16H13NO8
		C13H17NO10
		C17H17NO7
		C14H21NO7S
		C16H17N3O6
		C14H21NO9
		C18H21NO6
		C17H21N3O5
		C15H25NO8
		C19H25NO5
		C16H12O9
		C13H16O9S
		C13H16O11
		C14H20O6S2
		C17H16O8
		C14H20O8S
		C16H16N2O7
		C14H20O10
		C18H20O7
		C15H24O7S
		C17H20N2O6
		C15H24O9
		C19H24O6
		C16H28O6S
		C16H28O8
		C20H28O5
		C17H32O7
		C21H32O4
		C16H15NO8
		C13H19NO8S
		C15H15N3O7
		C13H19NO10
		C17H19NO7
		C16H19N3O6
		C14H23NO9
		C18H23NO6
		C16H14O9
		C13H18O9S
		C15H14N2O8
		C13H18O11
		C17H18O8
		C14H22O8S
		C16H18N2O7
		C14H22O10
		C18H22O7
		C15H26O7S
		C17H22N2O6
		C15H26O9
		C19H26O6
		C16H30O6S
		C20H30O5
		C15H13NO9
		C16H17NO8
		C15H17N3O7
		C13H21NO10
		C17H21NO7
		C16H21N3O6
		C14H25NO9
		C18H25NO6
		C15H12O10
		C16H16O9
		C13H20O9S
		C15H16N2O8
		C17H20O8
		C14H24O8S
		C16H20N2O7
		C18H24O7
		C15H28O7S
		C17H24N2O6
		C19H28O6
		C16H32O6S
		C20H32O5
		C17H36O5S
		C15H15NO9
		C14H15N3O8
		C16H19NO8
		C13H23NO8S
		C15H19N3O7
		C17H23NO7
		C16H23N3O6
		C18H27NO6
		C15H14O8S
		C15H14O10
		C14H14N2O9
		C16H18O7S
		C16H18O9
		C13H22O9S
		C15H18N2O8
		C20H18O6
		C17H22O6S
		C17H22O8
		C14H26O8S
		C16H22N2O7
		C18H26O5S
		C14H26O10
		C18H26O7
		C15H30O7S
		C19H30O4S
		C15H30O9
		C19H30O6
		C14H13NO10
		C15H17NO9
		C14H17N3O8
		C16H21NO8
		C15H21N3O7
		C17H25NO7
		C14H12O11
		C18H12O8
		C15H16O8S
		C15H16O10
		C14H16N2O9
		C19H16O7
		C16H20O7S
		C16H20O9
		C13H24O9S
		C15H20N2O8
		C20H20O6
		C17H24O6S
		C17H24O8
		C16H24N2O7
		C21H24O5
		C18H28O5S
		C18H28O7
		C19H32O4S
		C19H32O6
		C18H32N2O5
		C14H15NO10
		C15H19NO7S
		C15H19NO9
		C14H19N3O8
		C16H23NO8
		C17H27NO7
		C18H31NO6
		C14H14O11
		C15H18O8S
		C15H18O10
		C14H18N2O9
		C19H18O7
		C16H22O7S
		C18H18N2O6
		C16H22O9
		C15H22N2O8
		C20H22O6
		C17H26O6S
		C17H26O8
		C21H26O5
		C18H30O5S
		C18H30O7
		C22H30O4
		C14H17NO8S
		C14H17NO10
		C18H17NO7
		C15H21NO7S
		C15H21NO9
		C19H21NO6
		C16H25NO8
		C17H29NO7
		C18H33NO6
		C17H12O9
		C14H16O9S
		C14H16O11
		C18H16O8
		C15H20O8S
		C17H16N2O7
		C15H20O10
		C14H20N2O9
		C19H20O7
		C16H24O7S
		C18H20N2O6
		C16H24O9
		C20H24O6
		C17H28O6S
		C17H28O8
		C21H28O5
		C18H32O7
		C22H32O4
		C17H15NO8
		C14H19NO8S
		C14H19NO10
		C18H19NO7
		C15H23NO7S
		C17H19N3O6
		C15H23NO9
		C19H23NO6
		C20H27NO5
		C18H35NO6
		C13H14O10S
		C17H14O9
		C14H18O9S
		C16H14N2O8
		C14H18O11
		C18H18O8
		C15H22O8S
		C17H18N2O7
		C15H22O10
		C12H26O10S
		C19H22O7
		C16H26O7S
		C18H22N2O6
		C16H26O9
		C20H26O6
		C17H30O8
		C21H30O5
		C18H34O7
		C16H13NO9
		C17H17NO8
		C14H21NO8S
		C16H17N3O7
		C14H21NO10
		C18H21NO7
		C17H21N3O6
		C15H25NO9
		C20H29NO5
		C16H12O10
		C13H16O10S
		C17H16O9
		C14H20O9S
		C16H16N2O8
		C14H20O11
		C18H20O8
		C15H24O8S
		C17H20N2O7
		C15H24O10
		C19H24O7
		C16H28O7S
		C18H24N2O6
		C16H28O9
		C20H28O6
		C17H32O6S
		C21H32O5
		C16H15NO9
		C17H19NO8
		C14H23NO8S
		C16H19N3O7
		C14H23NO10
		C18H23NO7
		C17H23N3O6
		C16H14O10
		C13H18O10S
		C15H14N2O9
		C17H18O9
		C14H22O9S
		C16H18N2O8
		C14H22O11
		C18H22O8
		C15H26O8S
		C17H22N2O7
		C15H26O10
		C19H26O7
		C16H30O7S
		C18H26N2O6
		C20H30O6
		C17H34O6S
		C21H34O5
		C18H38O5S
		C15H13NO10
		C16H17NO9
		C15H17N3O8
		C17H21NO8
		C14H25NO8S
		C16H21N3O7
		C18H25NO7
		C19H29NO6
		C16H33NO6S
		C15H12O11
		C16H16O10
		C13H20O10S
		C15H16N2O9
		C20H16O7
		C17H20O7S
		C17H20O9
		C14H24O9S
		C16H20N2O8
		C18H24O6S
		C18H24O8
		C15H28O8S
		C17H24N2O7
		C19H28O5S
		C15H28O10
		C19H28O7
		C16H32O7S
		C16H32O9
		C17H36O4S2
		C20H32O6
		C15H15NO10
		C16H19NO9
		C15H19N3O8
		C17H23NO8
		C16H23N3O7
		C18H27NO7
		C15H14O11
		C19H14O8
		C16H18O8S
		C15H18N2O7S
		C16H18O10
		C15H18N2O9
		C20H18O7
		C17H22O7S
		C14H26O9S
		C16H22N2O8
		C21H22O6
		C18H26O6S
		C18H26O8
		C22H26O5
		C19H30O5S
		C19H30O7
		C16H34O9
		C20H34O6
		C15H17NO8S
		C15H17NO10
		C16H21NO9
		C15H21N3O8
		C17H25NO8
		C18H29NO7
		C18H12O9
		C15H16O9S
		C15H16O11
		C14H16N2O10
		C19H16O8
		C16H20O8S
		C18H16N2O7
		C15H20N2O7S
		C16H20O10
		C15H20N2O9
		C20H20O7
		C17H24O7S
		C19H20N2O6
		C17H24O9
		C16H24N2O8
		C21H24O6
		C18H28O6S
		C18H28O8
		C22H28O5
		C19H32O5S
		C19H32O7
		C19H36N2O5
		C14H15NO11
		C15H19NO8S
		C15H19NO10
		C19H19NO7
		C16H23NO9
		C20H23NO6
		C17H27NO8
		C18H31NO7
		C14H14O12
		C18H14O9
		C15H18O9S
		C14H18N2O8S
		C15H18O11
		C14H18N2O10
		C19H18O8
		C16H22O8S
		C18H18N2O7
		C16H22O10
		C15H22N2O9
		C20H22O7
		C17H26O7S
		C19H22N2O6
		C17H26O9
		C21H26O6
		C18H30O6S
		C18H30O8
		C22H30O5
		C19H34O7
		C14H17NO9S
		C14H17NO11
		C18H17NO8
		C15H21NO8S
		C15H21NO10
		C19H21NO7
		C18H21N3O6
		C16H25NO9
		C20H25NO6
		C17H12O10
		C14H16O10S
		C14H16O12
		C18H16O9
		C15H20O9S
		C17H16N2O8
		C14H20N2O8S
		C15H20O11
		C19H20O8
		C16H24O8S
		C18H20N2O7
		C16H24O10
		C20H24O7
		C17H28O7S
		C19H24N2O6
		C17H28O9
		C21H28O6
		C18H32O8
		C22H32O5
		C17H15NO9
		C14H19NO9S
		C14H19NO11
		C18H19NO8
		C15H23NO8S
		C17H19N3O7
		C15H23NO10
		C19H23NO7
		C18H23N3O6
		C20H27NO6
		C18H35NO5S
		C18H35NO7
		C17H14O10
		C14H18O10S
		C16H14N2O9
		C14H18O12
		C18H18O9
		C15H22O9S
		C17H18N2O8
		C15H22O11
		C19H22O8
		C16H26O8S
		C18H22N2O7
		C16H26O10
		C20H26O7
		C17H30O7S
		C19H26N2O6
		C21H30O6
		C22H34O5
		C17H17NO9
		C16H17N3O8
		C14H21NO11
		C18H21NO8
		C17H21N3O7
		C15H25NO10
		C19H25NO7
		C20H29NO6
		C16H12O11
		C17H16O10
		C14H20O10S
		C16H16N2O9
		C18H20O9
		C15H24O9S
		C17H20N2O8
		C15H24O11
		C26H20O3
		C23H24O3S
		C19H24O8
		C16H28O8S
		C18H24N2O7
		C20H28O7
		C21H32O6
		C18H36O6S
		C22H36O5
		C16H15NO10
		C17H19NO9
		C16H19N3O8
		C18H23NO8
		C15H27NO8S
		C17H23N3O7
		C19H27NO7
		C16H14O11
		C15H14N2O10
		C17H18O10
		C14H22O10S
		C16H18N2O9
		C21H18O7
		C22H22O4S
		C18H22O9
		C15H26O9S
		C17H22N2O8
		C19H26O8
		C16H30O8S
		C18H26N2O7
		C20H30O7
		C21H34O6
		C16H17NO10
		C15H17N3O9
		C17H21NO9
		C16H21N3O8
		C18H25NO8
		C19H29NO7
		C16H16O11
		C15H16N2O10
		C20H16O8
		C17H20O8S
		C21H20O5S
		C17H20O10
		C14H24O10S
